papel,cotacao,p_l,p_vp,psr,dividend_yield,p_ativo,p_cap_giro,p_ebit,p_ativo_circulante_liq,ev_ebit,ev_ebitda,margem_ebit,margem_liquida,liquidez_corrente,roic,roe,liquidez_2meses,patrimonio_liquido,div_bruta_patrimonio,crescimento_receita_5a,score
RNEW3,0.85,-5.61,0.83,2.104,0.0,0.2,-4.24,-8.52,-0.31,-22.53,53.56,24.7,37.47,0.72,2.49,14.86,73704.5,758413000.0,1.51,39.36,16.71
MLPA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.08,-2.08,6.66,8.92,0.0,0.0,45.13,0.0,44578000.0,0.0,7.51,16.66
RNEW11,2.56,-5.64,0.84,2.112,0.0,0.201,-4.26,-8.55,-0.31,-22.56,53.64,24.7,37.47,0.72,2.49,14.86,25676.5,758413000.0,1.51,39.36,16.56
BRSR4,181.1,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.31,0.0,10409200000.0,0.0,4.7,16.38
BESP3,3.3,10.38,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.77,0.0,5183100000.0,0.0,1.83,16.3
CGOS4,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,0.0,-313.85,-313.85,0.2,10.48,0.54,0.08,39.02,0.0,453387000.0,2.48,8.97,16.19
BESP4,3.44,10.82,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.77,0.0,5183100000.0,0.0,1.83,16.15
SJOS3,1.19,-1.7,-0.09,9.0,0.0,5.286,-0.09,-110.03,-0.09,-276.84,-276.84,8.18,530.03,0.01,0.36,5.04,0.0,-187830000.0,-0.13,42.69,15.98
LFFE4,3.89,-4.91,4.08,0.0,0.0,3.599,0.0,-26.5,0.0,-23.11,10.9,0.0,0.0,0.0,0.0,83.1,0.0,51892000.0,0.0,0.0,15.74
AELP3,1.93,8.49,-200.57,-0.062,0.0,5.216,0.0,-12.58,0.0,-11.94,-11.98,0.49,0.73,0.0,0.0,2363.83,0.0,-904000.0,0.0,1.18,15.52
FIGE4,38.01,7.42,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.93,0.0,174780000.0,0.0,17.7,15.39
FIGE3,12.03,2.35,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.93,0.0,174780000.0,0.0,17.7,15.39
AESB3,8.11,-16.17,1.17,1.733,0.0,0.368,-6.64,7.87,-0.72,17.48,8.98,22.02,7.53,0.67,5.14,7.21,0.0,5975380000.0,1.65,15.4,15.21
SFSA4,4.4,13.1,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,739524000.0,0.0,0.15,15.1
CRIV4,6.74,37.77,0.66,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,1058750000.0,0.0,0.1,15.08
BPAC3,22.39,21.07,4.31,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.45,130754.0,59778600000.0,0.0,31.59,14.87
BFIT4,0.93,17.55,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.15,0.0,1849420000.0,0.0,35.67,14.77
MERC3,15.28,20.78,1.08,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19,0.0,581333000.0,0.0,11.17,14.41
CTPC3,0.2,76.36,1.08,0.0,0.0,0.097,0.0,-16.86,0.0,-18.75,-18.75,0.0,0.0,0.0,0.0,1.41,0.0,2411000.0,0.0,6.1,14.32
TCNO4,0.85,-4.82,-5.95,0.0,0.0,0.024,-0.06,-2.04,-0.03,-14.27,-16.48,0.0,0.0,0.28,1.59,123.36,0.0,-946000.0,-35.76,32.39,14.29
BFIT3,0.98,18.49,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.15,0.0,1849420000.0,0.0,35.67,14.27
TCNO3,1.2,-6.81,-8.4,0.0,0.0,0.034,-0.08,-2.87,-0.04,-15.11,-17.45,0.0,0.0,0.28,1.59,123.36,0.0,-946000.0,-35.76,32.39,14.16
CZRS4,2.49,8.89,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,0.0,1145670000.0,0.0,14.44,13.89
CMMA4,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,1.92,0.0,-79623000.0,0.0,0.0,13.3
RJCP3,0.01,-224.7,0.65,0.0,0.0,0.619,0.0,-522.94,0.0,-523.96,-917.32,0.0,0.0,0.0,0.0,0.29,0.0,17287200.0,0.0,0.0,12.62
BSCT6,2.58,22.49,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.05,0.0,212960000.0,0.0,1.92,12.53
LETO3,0.8,-0.32,-0.05,0.0,0.0,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.05,0.0,-58642000.0,0.0,17.38,12.5
IDVL3,2.16,-1.02,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.76,0.0,237683000.0,0.0,0.0,12.5
BPAT33,20.0,0.0,0.82,0.0,35.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876492000.0,0.0,0.0,12.5
ARTE4,6.81,-0.03,-0.03,0.0,0.0,0.091,0.0,-0.46,0.0,-15.79,-15.79,0.0,0.0,0.0,0.0,102.9,0.0,-33570000.0,0.0,64.35,12.5
OGXP3,1.63,-2.15,-0.98,0.0,0.0,0.925,0.0,-16.46,0.0,-16.46,-16.46,0.0,0.0,0.0,0.0,45.53,0.0,-53901000.0,0.0,0.0,12.5
IDVL4,2.67,-1.26,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.76,0.0,237683000.0,0.0,0.0,12.5
ARTE3,7.7,-0.04,-0.04,0.0,0.0,0.103,0.0,-0.52,0.0,-15.85,-15.85,0.0,0.0,0.0,0.0,102.9,0.0,-33570000.0,0.0,64.35,12.5
LETO5,2.06,-0.83,-0.14,0.0,0.0,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.05,0.0,-58642000.0,0.0,17.38,12.5
DMFN3,12.5,-2.33,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.31,0.0,507216000.0,0.0,89.76,12.42
FGUI3,12.0,-12.41,-2.15,16.009,0.0,25.203,-2.2,-57.76,-2.05,-70.17,-70.17,27.72,129.0,0.04,60.74,17.32,0.0,-222024000.0,-0.46,2.13,12.37
BRIV4,12.54,70.08,0.66,0.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,1671490000.0,0.0,44.72,12.06
BICB3,8.0,-2.35,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,944626000.0,0.0,31.19,10.63
BICB4,8.25,-2.43,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,944626000.0,0.0,31.19,10.49
BBTG13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,539.94,0.0,0.0,10000.0,0.0,0.0,10.42
BSCT5,3.5,30.51,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.05,0.0,212960000.0,0.0,1.92,10.24
BSCT3,4.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.05,0.0,212960000.0,0.0,1.92,10.02
CCXC3,1.16,-0.48,-0.04,0.0,0.0,0.185,0.0,-0.65,0.0,-0.52,-0.52,0.0,0.0,0.0,0.0,7.85,0.0,-52699000.0,0.0,0.0,9.52
MODL3,3.08,-22.99,1.88,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.17,0.0,1154890000.0,0.0,62.37,9.5
CRIV3,6.98,39.11,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,1058750000.0,0.0,0.1,9.37
MODL4,2.72,-20.3,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.17,0.0,1154890000.0,0.0,62.37,9.05
BRST3,2.79,20.28,0.79,0.823,1.47,0.298,-8.99,6.39,-0.67,13.86,4.22,12.88,4.06,0.84,5.66,3.92,624680.0,1537560000.0,1.23,0.0,9.03
MODL11,8.46,-21.05,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.17,0.0,1154890000.0,0.0,62.37,8.85
BRIV3,12.86,71.86,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,1671490000.0,0.0,44.72,7.95
BECE4,8.75,-3.29,8.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.2,0.0,96496000.0,0.0,12.81,7.37
BECE3,9.1,-3.42,8.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.2,0.0,96496000.0,0.0,12.81,7.33
PRBC4,14.54,134.8,34.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.46,0.0,1380230000.0,0.0,5.52,7.22
BIDI3,3.4,225.51,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,8348550000.0,0.0,37.0,6.86
BIDI4,3.41,226.17,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,8348550000.0,0.0,37.0,6.86
BIDI11,10.4,229.93,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,8348550000.0,0.0,37.0,6.85
IDVL11,1.4,-66.0,60.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.76,0.0,237683000.0,0.0,0.0,6.4
DAYC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.33,0.0,3009030000.0,0.0,8.15,6.25
CCHI3,0.02,0.0,-0.01,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160477000.0,0.0,20.36,6.25
CCHI4,0.02,0.0,-0.01,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160477000.0,0.0,20.36,6.25
ABCB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.05,0.0,6472310000.0,0.0,30.58,6.25
PRBC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.46,0.0,1380230000.0,0.0,5.52,6.25
UBBR4,7.49,610.27,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,10317200000.0,0.0,10.58,5.0
BNCA3,70.3,-90.3,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,3068150000.0,0.0,2.41,4.96
RCSL4,1.17,-1.96,-1.92,3.415,0.0,0.798,-5.15,-8.03,-0.74,-8.03,-15.6,42.53,186.63,0.68,10.26,98.08,5397220.0,-19381000.0,0.0,24.02,4.64
BPNM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.34,0.0,7575030000.0,0.0,3.87,4.31
GEPA3,35.0,34.02,1.95,9.461,20.04,0.94,-8.87,20.0,-2.8,21.15,15.02,47.3,27.81,0.63,6.29,5.74,4641.19,1691660000.0,0.37,25.56,3.35
UBBR11,14.75,1201.81,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,10317200000.0,0.0,10.58,2.61
SFSA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,739524000.0,0.0,0.15,2.6
GEPA4,35.49,34.5,1.98,9.593,19.76,0.953,-8.99,20.28,-2.84,21.43,15.22,47.3,27.81,0.63,6.29,5.74,12037.2,1691660000.0,0.37,25.56,2.34
UBBR3,18.0,1466.61,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,10317200000.0,0.0,10.58,2.17
PMET3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,-290863000.0,0.0,37.74,1.71
CZRS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,0.0,1145670000.0,0.0,14.44,1.39
JFAB4,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-112.33,-112.33,0.0,0.0,0.0,0.0,2.34,0.0,-10183000.0,0.0,0.0,0.97
PORP4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,22399000.0,0.0,13.66,0.87
PITI4,1.28,-204.74,0.0,0.0,0.0,0.0,0.0,-2637.65,0.0,-2637.65,111.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.63,0.45
CLAN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,1012240000.0,0.0,63.96,0.44
IVTT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1083050000.0,0.0,20.67,0.17
VSPT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357130000.0,0.0,9.67,0.0
ODER3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550684000.0,0.0,4.92,0.0
EQMA5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4231080000.0,0.0,9.12,0.0
VNET3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9226870000.0,0.0,7.54,0.0
CCTY3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBTG11,15.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICPI3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JBDU3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56569000.0,0.0,0.0,0.0
DUFB11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLCP3,610.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VSPT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357130000.0,0.0,9.67,0.0
BSGR3,10.912799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SASG3,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLSC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3863830000.0,0.0,2.51,0.0
EQMA6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4231080000.0,0.0,9.12,0.0
MSPA4,36.3,-5670.77,0.28,1.398,0.37,0.158,-5.9,-14.19,-0.45,-23.22,-167.5,9.85,0.02,0.76,1.19,0.0,0.0,835562000.0,0.23,9.33,-1.21
SCLO4,0.41,-1.8,-3.0,0.0,0.0,6.936,-2.71,-1.34,-2.54,-1.43,-1.43,0.0,0.0,0.19,525.24,167.02,0.0,-131198.0,-0.21,0.0,-2.29
PCAR3,3.09,-0.79,0.55,0.08,0.0,0.078,-11.39,0.99,-0.14,2.56,1.45,8.03,10.08,0.98,10.54,69.32,66668600.0,2764000000.0,1.65,22.98,-3.94
TOYB3,2.29,-43.94,-4.97,4.815,0.0,4.035,-5.93,-8.28,-3.5,-8.39,-8.87,58.16,10.96,0.49,59.36,11.31,0.0,-13852000.0,-0.07,26.99,-7.29
TESA3,48.0,-13.3,1.62,1.007,0.0,0.523,-11.1,9.41,-1.35,15.25,10.09,10.71,7.58,0.86,6.42,12.18,0.0,858223000.0,1.04,15.48,-7.61
IMCH3,6.39,41.83,0.59,0.336,0.0,0.289,-9.49,12.28,-0.78,21.16,6.62,2.73,0.8,0.82,2.55,1.4,0.0,920589000.0,0.51,21.04,-8.58
TOYB4,2.5,-47.96,-5.43,5.256,0.0,4.405,-6.47,-9.04,-3.83,-9.15,-9.67,58.16,10.96,0.49,59.36,11.31,0.0,-13852000.0,-0.07,26.99,-11.02
AZTE3,0.71,-3.25,0.93,53.038,0.0,0.695,-8.4,-18.55,-2.79,-19.66,-138.96,285.86,1632.44,0.08,3.81,28.77,2443740.0,150106000.0,0.06,0.0,-12.11
RSIP4,0.44,22.7,1.32,0.875,0.0,0.433,-10.98,9.53,-1.46,18.48,33.21,9.17,3.85,0.9,5.0,5.8,0.0,66914000.0,1.4,15.13,-12.54
RSIP3,0.44,22.7,1.32,0.875,0.0,0.433,-10.98,9.53,-1.46,18.48,33.21,9.17,3.85,0.9,5.0,5.8,0.0,66914000.0,1.4,15.13,-12.54
MSPA3,47.0,-7342.32,0.36,1.81,0.26,0.205,-7.63,-18.37,-0.59,-27.4,-197.68,9.85,0.02,0.76,1.19,0.0,0.0,835562000.0,0.23,9.33,-13.26
MEDI3,11.55,-7.52,1.89,0.374,0.0,0.824,-10.02,-9.11,-3.31,-6.61,-6.61,4.11,4.98,0.79,12.3,25.13,0.0,426164000.0,0.02,13.02,-14.33
SGEN3,5.0,0.0,0.77,0.59376,0.0,0.493,-8.34,-31.73,-2.01,-32.42,-32.42,1871.17,0.0,0.65,1.59,0.0,0.0,156981000.0,0.02,59.85,-17.17
GETI3,14.45,13.19,3.44,1.916,0.0,1.314,-15.63,6.98,-3.19,8.2,6.76,27.43,14.52,0.71,22.7,26.09,0.0,1601130000.0,0.86,13.39,-27.23
GETI4,14.46,13.2,3.44,1.917,0.0,1.315,-15.64,6.99,-3.2,8.2,6.76,27.43,14.52,0.71,22.7,26.09,0.0,1601130000.0,0.86,13.39,-27.29
BOBR3,1.0,3.57,275.96,0.169,0.0,0.283,-15.43,1.28,-0.61,2.56,2.26,13.24,4.73,0.97,33.33,7721.5,0.0,944000.0,400.27,10.55,-30.19
RCSL3,2.79,-4.67,-4.58,8.142,0.0,1.903,-12.28,-19.15,-1.75,-19.15,-37.21,42.53,186.63,0.68,10.26,98.08,2479910.0,-19381000.0,0.0,24.02,-42.84
MTIG3,5.21,-11.22,-81.36,12.686,0.0,8.36,-11.54,-21.36,-9.97,-22.62,-24.76,59.38,113.09,0.27,47.8,725.28,0.0,-7835380.0,-4.95,26.54,-44.14
HETA3,96.0,55.51,-0.14,11.685,0.0,3.969,-14.03,12.55,-0.14,95.75,95.75,93.1,21.05,0.32,31.86,0.25,0.0,-350747000.0,-0.93,25.18,-55.5
CLAN4,3.0,-44.92,0.47,15.151,0.0,0.406,-15.5,-82.56,-6.36,-97.43,22.68,18.35,33.73,0.73,0.5,1.05,0.0,1012240000.0,0.08,63.96,-59.01
LECO4,1.46,-13.48,2.0,0.637,0.0,0.924,-16.84,-29.69,-3.16,-32.69,-32.69,2.14,4.72,0.82,3.48,14.82,0.0,105928000.0,0.2,3.58,-62.81
BAHI5,65.0,-23.57,22.81,4.786,0.0,3.426,-16.11,934.83,-4.99,955.57,96.27,0.51,20.56,0.32,0.39,96.77,0.0,75212000.0,0.72,13.04,-76.18
AMIL3,32.2,-73.28,7.7,1.129,0.0,2.003,-16.95,136.58,-5.43,138.61,50.13,0.83,1.53,0.75,2.22,10.51,0.0,1532980000.0,1.24,28.47,-77.95
ARTR3,10.01,-3.84,1.79,1.016,0.0,0.28,-22.91,5.78,-0.39,18.22,6.97,17.58,26.42,0.91,5.43,46.53,0.0,3216810000.0,4.49,14.39,-82.89
BOBR4,1.59,5.68,438.78,0.269,0.0,0.449,-24.53,2.03,-0.98,3.31,2.93,13.24,4.73,0.97,33.33,7721.5,62224.4,944000.0,400.27,10.55,-87.08
TANC4,43.0,-18.54,3.1,0.511,0.0,0.428,-25.37,7.96,-0.78,16.2,8.69,6.41,2.21,0.95,6.36,16.7,0.0,2174310000.0,4.08,9.79,-105.46
VIVO3,65.79,8.99,2.69,1.366,0.0,1.175,-29.21,6.21,-4.74,6.65,6.65,22.01,15.2,0.89,23.92,29.88,0.0,9816290000.0,0.35,13.06,-106.62
BAHI4,86.0,-31.18,30.18,6.332,0.0,4.533,-21.32,1236.85,-6.6,1257.59,126.7,0.51,20.56,0.32,0.39,96.77,0.0,75212000.0,0.72,13.04,-110.15
VIVO4,71.8,9.81,2.93,1.491,0.0,1.282,-31.87,6.78,-5.17,7.22,7.22,22.01,15.2,0.89,23.92,29.88,0.0,9816290000.0,0.35,13.06,-123.53
AERI3,4.2,-0.26,2.35,0.215,0.0,0.124,-29.63,-0.36,-0.22,-2.47,-2.89,59.12,81.51,0.99,37.41,889.48,2108210.0,111006000.0,14.59,18.77,-139.36
TAMM3,52.6,-22.68,3.79,0.625,0.0,0.523,-31.04,9.74,-0.96,17.98,9.65,6.41,2.21,0.95,6.36,16.7,0.0,2174310000.0,4.08,9.79,-142.4
TAMM4,52.73,-22.74,3.8,0.626,0.0,0.524,-31.11,9.77,-0.96,18.01,9.66,6.41,2.21,0.95,6.36,16.7,0.0,2174310000.0,4.08,9.79,-142.86
NETC3,38.5,123.1,2.12,1.29,0.0,1.074,-33.02,10.82,-2.96,12.15,5.27,11.93,1.55,0.8,10.95,1.72,0.0,6812390000.0,0.28,66.63,-146.31
EKTR3,37.72,7.85,3.2,0.777,11.74,0.597,-36.18,3.25,-1.11,6.15,5.21,23.88,9.89,0.94,20.85,40.74,583.24,2285000000.0,3.16,5.51,-149.54
NETC4,40.0,127.89,2.2,1.34,0.0,1.116,-34.31,11.24,-3.08,12.57,5.45,11.93,1.55,0.8,10.95,1.72,0.0,6812390000.0,0.28,66.63,-154.73
EKTR4,50.49,10.51,4.28,1.04,9.65,0.799,-48.43,4.35,-1.49,7.25,6.14,23.88,9.89,0.94,20.85,40.74,10063.1,2285000000.0,3.16,5.51,-226.84
ODPV3,10.92,10.6,4.37,2.575,8.38,2.666,-53.31,8.25,-23.63,7.56,7.05,31.23,24.28,0.85,42.63,41.21,22151800.0,1364460000.0,0.0,7.25,-264.09
PARD3,20.25,36.76,5.3,2.565,5.22,2.095,-54.06,17.52,-8.62,18.12,11.99,14.64,7.0,0.9,15.26,14.42,0.0,1019310000.0,0.53,15.97,-272.87
MTIG4,23.0,-49.52,-359.15,56.001,0.0,36.906,-50.93,-94.31,-44.0,-95.57,-104.6,59.38,113.09,0.27,47.8,725.28,0.0,-7835380.0,-4.95,26.54,-291.77
MAPT4,3.0,-17.12,-0.43,0.0,0.0,3.562,-48.37,-22.41,-0.38,-22.41,-22.41,0.0,0.0,0.02,15.95,2.49,278.98,-6474000.0,0.0,0.0,-292.31
MAPT3,3.05,-17.41,-0.43,0.0,0.0,3.621,-49.17,-22.79,-0.39,-22.78,-22.78,0.0,0.0,0.02,15.95,2.49,87.74,-6474000.0,0.0,0.0,-297.35
RIPI3,48.01,11.23,-28.94,-7.449,0.0,7.092,-59.55,-8.79,-16.76,-9.31,-9.31,84.7,66.31,0.87,99.1,257.61,0.0,-49103000.0,-2.44,5.82,-335.99
RIPI4,48.5,11.35,-29.24,-7.525,0.0,7.164,-60.16,-8.88,-16.93,-9.4,-9.4,84.7,66.31,0.87,99.1,257.61,0.0,-49103000.0,-2.44,5.82,-339.82
RHDS3,0.11,39.98,3.24,0.548,0.0,0.79,-65.29,7.49,-2.7,10.7,8.06,7.31,1.17,0.97,11.8,8.12,0.0,272045000.0,1.49,4.38,-350.23
AALR3,5.83,-12.65,0.83,0.714,0.0,0.311,-70.41,7.18,-0.88,11.58,6.19,9.94,4.95,0.98,4.74,6.53,3645240.0,1074970000.0,0.62,5.32,-376.21
CTIP3,49.5,35.13,8.76,8.248,0.0,3.774,-71.28,21.15,-14.32,21.42,18.26,38.99,23.48,0.85,24.63,24.94,0.0,1486250000.0,0.67,13.43,-395.73
FICT3,3.74,-3.64,-9.78,-7.38,0.0,20.029,-68.54,-17.83,-6.59,-18.71,-17.84,41.39,202.5,0.03,113.04,268.34,130358.0,-9103000.0,-0.48,13.94,-402.78
LCSA3,12.5,-120.23,-81.22,28.405,0.0,44.638,-72.05,-180.18,-34.41,-180.95,-180.95,15.77,23.63,0.29,28.74,67.55,0.0,-377568000.0,-0.35,6354.07,-423.56
LAND3,11.73,106.33,1.55,15.258,0.62,1.181,-76.05,29.92,-6.82,32.5,29.9,51.0,14.35,0.8,3.97,1.46,1518680.0,729614000.0,0.14,7.03,-429.27
VIVT3,27.66,15.8,1.33,1.591,5.63,0.713,-93.93,10.74,-2.76,12.21,4.47,14.81,10.09,0.96,7.71,8.39,156027000.0,68076000000.0,0.3,7.45,-507.8
RGEG3,3.0,13.42,1.6,0.77,0.0,0.609,-98.28,6.23,-1.76,10.04,11.7,12.36,5.74,0.98,11.69,11.9,0.0,1915180000.0,1.15,10.09,-542.38
SCLO3,14.1,-61.77,-103.17,0.0,0.0,0.238528,-93.3,-46.2,-87.49,-46.29,-46.29,0.0,0.0,0.19,525.24,167.02,0.0,-131198.0,-0.21,0.0,-563.58
SMLE3,92.82,18.88,21.91,6.635,0.0,6.477,-124.0,16.5,-42.31,16.32,13.2,40.22,35.14,0.91,46.17,116.04,0.0,524731000.0,0.0,36.83,-725.79
